Source,Target,Weight
观沙岭,八方山,2
洞井,湘府路,3
树木岭,香樟路,3
湘府路,香樟路,3
尖山,麓谷,3
田心东,大丰,3
谷山,八方山,3
尖山,谷山,3
红光镇,犀浦,3
东莞西,道滘,3
海口东,城西,3
深圳机场,深圳机场北,3
长安西,长安,3
东莞西,洪梅,3
花城街,花山镇,3
东莞西,望牛墩,3
龙丰,西湖东,3
樟木头东,银瓶,3
西平西,东城南,3
云山,西湖东,3
洞井,先锋,3
珠海北,唐家湾,3
观沙岭,谷山,3
横琴,横琴北,4
先锋,芙蓉南,4
长沙,树木岭,4
珠海长隆,横琴,4
横琴北,十字门,4
秀英,城西,4
谷山,麓谷,4
板塘,荷塘,4
中山,中山北,4
观沙岭,开福寺,4
大丰,株洲,4
观沙岭,尖山,4
三水北,狮山北,4
顺德,北滘,4
容桂,南头,4
寮步,松山湖北,4
松山湖北,大朗镇,4
常平南,大朗镇,4
常平东,常平南,4
惠环,陈江南,4
龙丰,惠环,4
八方山,尖山,4
四会,大旺,4
深圳机场北,福海西,4
福海西,沙井西,4
厚街,东莞港,4
中堂,望牛墩,4
西固,福利区,4
虎门北,虎门东,4
郫县西,郫县,4
步行街,彭州南,4
汤逊湖,庙山,4
狮山北,狮山,4
金阳,金阳南,4
湖潮东,芦官,4
党武,花溪大学城,4
云东海,大旺,4
离堆公园,迎宾路,4
党武,天河潭,4
狮岭,乐同,5
长流,秀英,5
清城,龙塘镇,5
小金口,云山,5
常平东,樟木头东,5
金阳,白云西,5
先锋,湘府路,5
寮步,东城南,5
金华镇,金阳南,5
花溪西,金华镇,5
银盏,龙塘镇,5
长沙,开福寺,5
厚街,虎门北,5
银瓶,沥林北,5
湖潮东,天河潭,5
暮云,芙蓉南,5
中堂,新塘南,5
花溪大学城,花溪南,5
鼎湖东,鼎湖山,5
鼎湖山,端州,5
深圳机场,福海西,5
花溪南,孟关,5
狮山,三水北,5
红光镇,郫县,5
古镇,小榄,5
安靖,犀浦,5
蒲江,朝阳湖,5
南头,小榄,5
汤逊湖,南湖东,5
新会,江门东,5
观沙岭,麓谷,5
昭山,荷塘,5
顺德,顺德学院,5
前山,明珠,5
八方山,开福寺,5
长安,沙井西,6
沥林北,陈江南,6
虎门东,长安西,6
孟关,双龙南,6
湘潭,板塘,6
金山园区,亭林,6
上海,上海西,6
花湖,黄石北,6
纸坊东,庙山,6
洪梅,东莞港,6
天河潭,芦官,6
亭林,叶榭,6
花溪大学城,天河潭,6
珠海,前山,6
花溪西,贵安,6
道滘,西平西,6
南朗,珠海北,6
株洲南,株洲,6
东莞西,中堂,6
白云西,白云北,6
白云西,金阳南,6
霍林郭勒,珠斯花,6
苏州园区,苏州,6
唐家湾,南朗,6
犀浦,郫县,6
彭州,步行街,6
深圳机场北,沙井西,6
白马北,内江东,6
郫县西,红光镇,6
党武,花溪南,6
常平南,松山湖北,6
贺胜桥东,山坡东,6
惠环,西湖东,6
崇州,羊马,6
开福寺,尖山,6
花都,乐同,6
白云机场北,花山镇,6
共青城,德安,6
新会,江门,6
江门东,古镇,6
咸阳西,咸阳,6
阳澄湖,昆山南,6
狮山,佛山西,6
四会,云东海,6
肇庆,端州,6
先锋,香樟路,6
胶州北,青岛机场,6
南翔北,上海西,6
威海,威海北,7
济宁北,济宁东,7
鼎湖东,四会,7
唐家湾,明珠,7
暮云,昭山,7
琼海,博鳌,7
沈阳,沈阳北,7
容桂,小榄,7
南朗,中山,7
天津,天津西,7
长沙,观沙岭,7
海口东,美兰,7
峨眉山,峨眉,7
广州南,北滘,7
云东海,三水北,7
尖峰,黄流,7
孝感东,毛陈,7
昭山,板塘,7
新津,新津南,7
贺胜桥东,横沟桥东,7
常平南,樟木头东,7
北滘,顺德学院,7
万宁,神州,7
寮步,西平西,7
黄冈西,华容东,7
淮南南,水家湖,7
贵阳东,洛湾三江,7
大冶北,黄石北,7
新都东,青白江东,7
苏州新区,苏州,7
春申,新桥,7
咸宁南,横沟桥东,7
长安,虎门东,7
樟木头,常平,7
珠海,十字门,7
诏安,饶平,7
佛山西,狮山北,7
无锡新区,无锡,7
长沙,八方山,7
温江,崇州,7
江门,江门东,7
暮云,先锋,7
绛帐,杨陵,7
大足南,荣昌北,7
虎门北,东莞港,7
绛帐,眉县东,7
车墩,叶榭,7
怀柔北,雁栖湖,7
新桥,车墩,7
登沙河,杏树屯,7
海宁西,临平南,7
中川机场,兰州新区,7
龙嘉,九台南,7
广汉北,青白江东,7
犀浦,郫县西,7
都江堰,青城山,7
狮岭,银盏,7
开福寺,麓谷,7
樟木头,东莞南,7
句容西,江宁,7
燕郊,大厂,7
长乐,长乐东,7
长乐南,长乐东,7
彭州,彭州南,7
芦官,贵安,7
党武,湖潮东,7
金阳,金华镇,7
济南,大明湖,7
贵安,湖潮东,7
礼泉南,乾县,7
孟关,花溪大学城,7
花溪西,金阳南,7
芙蓉南,洞井,7
三亚,亚龙湾,8
花城街,花都,8
长沙,谷山,8
新乡东,卫辉南,8
冠豸山,杨源,8
建湖,阜宁南,8
黄流,乐东,8
金华镇,贵安,8
当涂东,马鞍山东,8
海口,长流,8
毕节,大方,8
东莞西,西平西,8
密云,怀柔南,8
黄山北,歙县北,8
福田,深圳北,8
呼和浩特,呼和浩特东,8
广州南,顺德,8
峡江,新干东,8
武陟,修武西,8
福海西,长安,8
眉山东,彭山北,8
皮口,城子坦,8
凯北,卫星,8
西湖东,陈江南,8
无锡,惠山,8
丹阳,丹徒,8
彭山北,新津南,8
嘉兴南,嘉善南,8
花溪南,天河潭,8
明珠,珠海北,8
长山屯,查干湖,8
白云北,金阳,8
南京南,江宁,8
台山,开平南,8
灯塔,张台子,8
沙井西,长安西,8
长安西,虎门北,8
东莞港,东莞西,8
尚志南,一面坡北,8
南头,顺德学院,8
马鞍山东,江宁西,8
戚墅堰,常州,8
黄冈东,黄冈西,8
通州,乔庄东,8
北京,北京东,8
南湖东,庙山,8
建桥,丰顺东,8
汤逊湖,纸坊东,8
畲江北,建桥,8
大冶北,花湖,8
章丘南,雪野,8
鼎湖东,端州,8
城子坦,花园口,8
西湖东,小金口,8
龙山北,来凤,8
长箐,冷坝,8
南翔北,安亭北,8
桂林北,桂林西,8
大兴机场,固安东,8
泰州,姜堰,8
横沟桥东,山坡东,8
三亚,凤凰机场,8
河池西,环江,8
中山北,南朗,8
长寿湖,长寿北,8
杨陵,武功,8
亚布力西,苇河西,8
大邑,崇州,8
射阳,阜宁东,8
西来,蒲江,8
尖峰,金月湾,8
商洛,商洛北,8
邛崃,西来,8
角美,漳州,8
南靖,龙山镇,8
太阳升,立志,8
天津,天津北,8
新津,双流机场,9
杭州东,杭州南,9
滨海,塘沽,9
焦作,焦作西,9
阳新,白沙铺,9
延庆,八达岭长城,9
莱西,莱阳,9
安吉,广德南,9
惠阳,深圳坪山,9
白沙铺,大冶北,9
莱西,夏格庄,9
桐城南,桐城东,9
商丘,商丘东,9
湖州,长兴,9
平阳,瑞安,9
黄梅东,宿松东,9
磐安南,壶镇,9
安溪东,南安北,9
灌南,灌云,9
大邑,邛崃,9
丹徒,镇江,9
张家港,常熟,9
溧水,瓦屋山,9
杭州东,临平南,9
溧水,句容西,9
昭山,芙蓉南,9
喜德西,冕宁,9
水家湖,淮南东,9
长治东,长治南,9
海宁西,桐乡,9
滨海西,滨海北,9
阳澄湖,苏州,9
昆山南,苏州园区,9
随州南,随县,9
金山北,松江南,9
铜仁南,新晃西,9
淮南南,寿县,9
邹平,章丘北,9
仲恺,惠州北,9
成都南,成都东,9
深圳北,光明城,9
莒县,沂水,9
昆山南,安亭北,9
兴平,咸阳西,9
罗江东,德阳,9
即墨北,城阳,9
福州南,长乐,9
大庆东,安达,9
福鼎,太姥山,9
哈尔滨北,哈尔滨,9
玉田南,唐山西,9
揭阳机场,潮汕,9
洋县西,城固北,9
青莲,江油,9
齐齐哈尔,齐齐哈尔南,9
白洋淀,徐水东,9
庆盛,虎门,9
温岭,台州,9
中山北,小榄,9
顺德,容桂,9
平原东,禹城东,9
芜湖,芜湖北,9
江门东,小榄,9
朋普,竹园,9
青川,剑门关,9
泉州,惠安,9
德阳,广汉北,9
沈丘北,淮阳南,9
雅安,名山,9
太仓南,太仓,9
吉水西,吉安西,9
北京南,北京丰台,9
临高南,福山镇,9
林盛堡,苏家屯,9
平川西,靖远北,9
永川东,大足南,9
高碑店东,涿州东,9
寿县,凤台南,9
榆树屯,昂昂溪,9
东花园北,八达岭长城,9
井店,涉县,9
东花园北,怀来,9
平顶山西,郏县,9
东莞南,光明城,9
暮云,荷塘,9
仙林,南京,9
武汉东,南湖东,9
鼎湖山,四会,9
佛山西,三水北,9
大旺,三水北,9
鼎湖东,大旺,9
云东海,狮山北,9
鄂州,花湖,9
松山湖北,常平东,9
乐清,乐清东,9
嵊州北,上虞南,9
桃村北,海阳北,9
双龙南,花溪南,9
厚街,洪梅,9
花溪大学城,芦官,9
湖潮东,花溪大学城,9
百宜,南江,9
新塘南,东莞西,9
青州市北,临淄北,9
贵阳,贵阳北,9
金华镇,白云西,9
车墩,亭林,9
哈尔滨,哈尔滨西,9
灵武北,吴忠,9
长沙,尖山,9
桐庐东,桐庐,9
含山南,巢湖东,9
华容东,葛店南,9
香河,宝坻,10
福山镇,老城镇,10
宣化北,张家口,10
白沟,白洋淀,10
桂林北,桂林,10
珠海,明珠,10
苍南,平阳,10
小榄,中山,10
砀山南,永城北,10
珠海北,中山,10
安德,红光镇,10
文水,交城,10
广州东,广州,10
金山园区,金山卫,10
东港北,北井子,10
新郑机场,郑州航空港,10
大庆东,大庆西,10
永康南,缙云西,10
前山,唐家湾,10
许昌北,鄢陵,10
星朗,朱石寨,10
费县北,蒙山,10
威海,文登东,10
双流机场,成都南,10
高邮,高邮北,10
伊拉哈,九三,10
香河,大厂,10
田心东,暮云,10
烟台南,牟平,10
自贡,富顺,10
延平,延平西,10
敦化,大石头南,10
对青山,万乐,10
宁波,庄桥,10
龙南东,定南南,10
无锡东,苏州北,10
常平,东莞,10
南头,顺德,10
安匠,承德南,10
兰州,兰州西,10
芦庙,亳州南,10
六枝南,长箐,10
潜江,仙桃西,10
环县,曲子,10
六盘水东,冷坝,10
淮北,淮北北,10
帽儿山,平山,10
兴城西,葫芦岛北,10
顺德学院,小榄,10
鄢陵,扶沟南,10
河唇,廉江,10
峰洞,星朗,10
唐家湾,中山,10
涵江,莆田,10
周口东,西华,10
雄安,霸州北,10
双峰北,娄底南,10
咸宁南,贺胜桥东,10
襄阳,襄州,10
平遥古城,介休东,10
长春,长春西,10
金华南,武义北,10
南阳寨,黄河景区,10
芙蓉镇,古丈西,10
治江,城固,10
北京,北京南,10
田东北,田阳,10
嘉兴南,桐乡,10
如皋南,海安,10
安德,都江堰,10
禹州,长葛北,10
高平东,晋城东,10
吉首东,凤凰古城,10
宝坻南,宝坻,10
麻阳西,凤凰古城,10
周口东,淮阳南,10
醴陵东,萍乡北,10
银花,江北机场,10
潮阳,普宁,10
济宁北,嘉祥北,10
本溪,南芬北,10
十堰东,武当山西,10
界首南,临泉,10
霸州北,固安东,10
贵阳北,贵阳东,10
隆昌北,内江北,10
鄠邑,西安西,10
响水县,滨海港,10
南翔北,上海,10
青岛北,城阳,10
嘉祥北,巨野北,10
梧州南,藤县,10
哈尔滨,香坊,10
容桂,北滘,10
青神,眉山东,10
宝应,高邮北,10
桃山,铁力,10
长沙,麓谷,10
眉山,彭山,10
柘皋,巢湖东,10
潜山,安庆西,10
宣化北,下花园北,10
营山,蓬安,10
奎屯,乌苏,10
泾县,南陵,10
贵阳东,龙洞堡,10
盐城,盐城大丰,10
甲猫,独山,10
徐水东,保定东,10
歙县北,绩溪北,10
学庄,打羊,10
碾子山,鲁河,10
惠山,常州,10
肇庆,鼎湖山,10
苏州园区,苏州新区,10
牛栏山,顺义,10
自贡,白马北,10
枫林,瑞昌西,10
雁栖湖,怀柔,10
五龙背东,凤城东,10
葛店南,鄂州,10
戚墅堰,无锡,10
太原南,太原,10
军粮城北,塘沽,10
藁城南,石家庄东,10
天津南,天津西,10
丹东,五龙背东,10
双水镇,台山,10
武陟,黄河景区,10
郑州,南阳寨,10
安广,两家,10
嘉善南,金山北,10
曹妃甸东,唐海南,10
建宁南,建宁县北,10
孙家,香坊,10
祥云,云南驿,10
富平,阎良,10
庄里,富平,10
深圳机场北,长安,10
贵安,天河潭,10
陈江南,云山,10
松山湖北,西平西,10
金阳南,白云北,10
小岭,平山,10
贵阳,双龙南,10
贵安,金阳南,10
方正,得莫利,10
海口,老城镇,10
淄博北,邹平,10
朝天,宁强南,10
莱芜北,雪野,10
樟木头东,陈江南,10
平原东,德州东,10
张台子,辽阳,10
宜兴,溧阳,11
德兴,婺源,11
礼泉南,咸阳北,11
金华,金华南,11
蕲春南,浠水南,11
牡丹江,海林北,11
新沂南,邳州东,11
佛山西,三水南,11
昆山南,苏州北,11
临汾西,洪洞西,11
桐庐东,富阳西,11
阜阳西,太和东,11
太原南,晋中,11
成都东,新都东,11
南宁东,南宁,11
绍兴北,绍兴东,11
桐城东,庐江西,11
永川东,荣昌北,11
北海,合浦,11
绩溪北,旌德,11
秦皇岛,北戴河,11
临平南,桐乡,11
广德南,郎溪南,11
新都东,广汉北,11
苇河西,一面坡北,11
温州南,瑞安,11
西安北,西安西,11
太湖南,潜山,11
仙游,莆田,11
沈阳南,沈阳,11
晋江,泉州,11
辽阳,鞍山西,11
古城东,亳州南,11
平果,隆安东,11
昌邑,潍坊北,11
云梦东,安陆西,11
海阳北,莱阳,11
鄂州,黄石北,11
罗源,宁德,11
台州西,临海,11
板塘,暮云,11
龙游,衢州,11
云梦东,孝感东,11
潮汕,潮阳,11
台州西,温岭,11
得莫利,高楞,11
双龙湖,方正,11
芜湖南,芜湖,11
内黄,滑浚,11
即墨北,夏格庄,11
营口东,盖州西,11
江山,衢州,11
准格尔,托克托东,11
广安南,岳池,11
白沟,霸州西,11
三门县,临海,11
邹城,兖州,11
武穴北,黄梅东,11
上海西,安亭北,11
锦州北,凌海南,11
下花园北,怀来,11
丹阳北,常州北,11
永川东,璧山,11
溧阳,瓦屋山,11
温岭,雁荡山,11
承德南,承德县北,11
邵阳西,隆回,11
永康南,武义北,11
资阳北,简阳南,11
昆山南,苏州,11
修武西,焦作,11
丹阳,镇江,11
丹江口,谷城北,11
淮安东,涟水,11
嵊州北,嵊州新昌,11
吉林,双吉,11
樟树东,新干东,11
海安,如皋,11
合肥南,肥东,11
广州南,顺德学院,11
资中北,内江北,11
仲恺,东莞南,11
上虞南,绍兴北,11
禹城东,齐河,11
雁荡山,乐清东,11
乌鲁木齐,乌鲁木齐南,11
泸县,富顺,11
桐梓东,娄山关南,11
永寿西,乾县,11
包头,包头东,11
余姚北,绍兴东,11
清流,宁化,11
南京南,江宁西,11
河东机场,灵武北,11
丰顺东,揭阳,11
威信,镇雄,11
合肥南,长临河,11
祁县东,太谷西,11
河源东,博罗北,11
阳江,阳东,11
揭阳机场,揭阳,11
河源北,龙川西,11
四会,三水北,11
鼎湖山,大旺,11
大旺,狮山北,11
昌图西,开原西,11
马踏,电白,11
双龙南,花溪大学城,11
镇江南,丹阳北,11
瑞昌西,庐山,11
鼎湖东,云东海,11
贵阳北,白云北,11
云东海,狮山,11
蒲江,邛崃,11
纸坊东,山坡东,11
茂名,吴川,11
淄博北,临淄北,11
白云西,花溪西,11
怀柔南,顺义西,11
笔架山,丰乐镇,11
五府山,上饶,11
大兴机场,北京大兴,11
文登东,荣成,11
崇礼,太子城,11
界首南,沈丘北,11
沙坪坝,璧山,11
厉家寨,莒南北,11
宣城,湾沚南,11
共青城,永修,11
武昌,南湖东,11
厚街,东莞西,11
大连北,金州,11
蒙自,红河,11
下城子,穆棱,11
无锡新区,苏州,11
樟树东,丰城东,11
诏安,云霄,11
樟木头,平湖,11
闽清北,古田北,11
高邑,临城,11
古镇,江门,11
嘉峪关南,酒泉南,11
太平镇,四马架,11
乐山,峨眉,11
攸县南,安仁,11
西双版纳,野象谷,11
峰洞,打羊,11
汉中,城固北,11
马山县,都安,11
兰州西,福利区,11
新津,彭山北,11
雁石南,漳平西,11
麻尾,朱石寨,11
曲阜南,济宁东,11
横道河子东,海林北,11
郫县西,彭州南,11
昌乐,潍坊,11
繁昌西,芜湖南,11
长乐南,长乐,11
宾西北,宾州,11
哈达阳,哈力图,11
老莱,恒地营,11
青水山,二道湾,11
唐山西,唐山,11
高密北,胶州北,11
汤逊湖,武汉东,11
背荫河,拉林,11
南京南,句容西,11
历城,济南东,11
崖州,乐东,11
温春,宁安,11
临湘,路口铺,11
珠海北,前山,11
蔡家坡,虢镇,11
庐江西,舒城东,11
银滩,白马井,11
汾阳,文水,11
杨陵,眉县东,11
太仓南,安亭西,11
红岛,青岛机场,11
虎尔虎拉,富拉尔基,11
云霄,漳浦,11
新乡东,新乡南,11
武夷山北,南平市,12
都匀东,三都县,12
本溪,本溪新城,12
田心东,芙蓉南,12
溧水,江宁,12
宁德,福安,12
扶绥南,吴圩机场,12
鞍山西,海城西,12
宜兴,长兴,12
屏山,宜宾西,12
芷江,怀化南,12
周宁,支提山,12
舒城东,肥西,12
郁南,梧州南,12
滕州东,枣庄,12
北京北,清河,12
无为,铜陵北,12
睢宁,宿迁,12
遵义南,遵义,12
钢城,莱芜北,12
铜陵北,南陵,12
乐山,青神,12
荣昌北,隆昌北,12
长寿北,涪陵北,12
介休东,灵石东,12
阳新,枫林,12
大邑,西来,12
台州,临海,12
龙洞堡,龙里北,12
千岛湖,建德,12
肥西,合肥南,12
新津南,眉山东,12
南部,阆中,12
东台,盐城大丰,12
济南东,章丘北,12
盖州西,鲅鱼圈,12
宿松东,太湖南,12
吉安西,泰和,12
龙里北,贵定县,12
曲阜南,曲阜东,12
白银市,白银西,12
武穴北,蕲春南,12
大港南,丹徒,12
角美,厦门北,12
民权北,兰考南,12
绵阳,青莲,12
无锡,苏州新区,12
山海关,秦皇岛,12
惠东南,惠阳,12
玉山南,上饶,12
罗江东,绵阳,12
南通西,如皋南,12
自贡,内江东,12
三水南,肇庆东,12
三阳,绩溪北,12
西安北,咸阳西,12
无为,巢湖东,12
辽宁朝阳,北票,12
河源北,河源东,12
六盘水,六盘水东,12
长白山,永庆,12
襄汾西,侯马西,12
灵武,宁东,12
万安县,泰和,12
绍兴北,杭州南,12
兴平,咸阳,12
眉县东,蔡家坡,12
独山东,都匀东,12
喀左,牛河梁,12
湾沚南,芜湖南,12
畲江北,梅州西,12
杭州东,海宁西,12
汉口,天河机场,12
宝鸡南,岐山,12
兴国西,赣县北,12
益阳南,宁乡西,12
米脂,绥德,12
洛川东,富县东,12
普宁,葵潭,12
利津南,滨州,12
郑州东,绿博园,12
葵潭,陆丰,12
修文县,息烽,12
无锡新区,惠山,12
昌平,清河,12
鲘门,汕尾,12
福利屯,笔架山,12
天津,军粮城北,12
唐海南,南堡北,12
萧县北,淮北北,12
闻喜,东镇,12
茂名,电白,12
惠安,仙游,12
咸宁南,山坡东,12
江门,双水镇,12
进贤南,抚州东,12
清远,广州北,12
齐河,济南东,12
白奎堡,兴隆镇,12
潼关,孟塬,12
济宁东,嘉祥北,12
海东西,西宁,12
濮阳东,内黄,12
洛湾三江,百宜,12
虎门北,洪梅,12
成都西,温江,12
清涧县,子长,12
凌海南,锦州南,12
凤凰机场,崖州,12
南朗,明珠,12
银滩,临高南,12
唐家湾,中山北,12
烟筒山,明城,12
西华,扶沟南,12
珠海北,中山北,12
定南南,和平北,12
阳谷,台前,12
中山北,南头,12
嘉兴,嘉善,12
白泉,辽源,12
芙蓉南,荷塘,12
东莞南,常平,12
蓟州北,蓟州,12
泗水南,曲阜东,12
贵安,党武,12
庄河北,青堆,12
常山,开化,12
德兴东,婺源,12
畲江北,丰顺东,12
六枝南,黄桶北,12
新津南,双流机场,12
安德,犀浦,12
杏树屯,皮口,12
安顺西,黄桶北,12
皮口,花园口,12
安亭北,阳澄湖,12
黄冈西,葛店南,12
古路,水土,12
喇嘛山,巴林,12
贵安,金阳,12
湖州,德清,12
泗水南,蒙山,12
湘潭北,长沙南,12
南通,南通西,12
牙克石,汇流河,12
下仓,上仓,12
崔黄口,大口屯,12
丽水,缙云西,12
大孤山,北井子,12
秦王川,白银南,13
通州,北京东,13
德清,杭州西,13
榆社西,武乡,13
嘉兴南,金山北,13
济宁北,曲阜南,13
遵义,娄山关南,13
天镇,阳高南,13
明港东,信阳东,13
红河,开远南,13
汕尾,陆丰,13
岚山西,日照西,13
德清,杭州东,13
历城,章丘南,13
海安,东台,13
新化南,邵阳北,13
鄯善北,吐哈,13
广州南,庆盛,13
福州,福州南,13
建宁县北,泰宁,13
古城东,太和东,13
赤壁北,咸宁北,13
余姚北,庄桥,13
红安西,麻城北,13
东海县,连云港,13
临沂北,费县北,13
衡阳东,衡山西,13
宁城,建平,13
西安北,咸阳北,13
水家湖,寿县,13
杭州西,富阳西,13
神农架,兴山,13
保康县,神农架,13
浠水南,黄冈东,13
正定机场,石家庄,13
弋阳,横峰,13
青州市,昌乐,13
延平,古田北,13
当涂东,芜湖,13
新桥,亭林,13
桐梓东,桐梓北,13
亭林,金山卫,13
驻马店,遂平,13
长宁,宜宾西,13
晏城,禹城,13
涵江,福清,13
永寿西,彬州东,13
乐山北,峨眉,13
灌南,涟水,13
天门南,仙桃西,13
菏泽东,庄寨,13
虎门,光明城,13
临沂北,莒南北,13
营口东,海城西,13
平南南,桂平,13
重庆西,珞璜南,13
资中北,资阳北,13
韶山南,湘潭北,13
德阳,青白江东,13
承德县北,平泉北,13
应县,山阴,13
平遥古城,祁县东,13
弋阳,鹰潭北,13
华容东,黄冈东,13
襄汾西,临汾西,13
武当山西,丹江口,13
淮南南,凤台南,13
威海北,牟平,13
赣州西,赣县北,13
宣城,郎溪南,13
萧县北,永城北,13
咸丰,来凤,13
博罗北,惠州北,13
抚州东,鹰潭北,13
高密北,青岛机场,13
罗源,连江,13
茂名西,茂名,13
黄石北,白沙铺,13
福州南,长乐东,13
合肥,合肥北城,13
辛集南,藁城南,13
顺德,小榄,13
容桂,中山北,13
许家屯,熊岳城,13
三明北,三明,13
通远堡西,凤城东,13
镇西,平台,13
金月湾,黄流,13
陵水,神州,13
棋子湾,东方,13
大安,长山屯,13
台州西,临海南,13
郏县,禹州,13
蓬溪,遂宁,13
邵阳,邵阳西,13
睢宁,观音机场,13
老城镇,长流,13
当涂东,江宁西,13
常平东,陈江南,13
昆山南,南翔北,13
南丰,南城,13
玉溪,峨山,13
绥芬河,绥阳,13
化念,峨山,13
凤台南,颍上北,13
大邑,温江,13
肇庆,鼎湖东,13
松溪,庆元,13
阜阳西,临泉,13
江山,玉山南,13
深圳,平湖,13
带岭,朗乡,13
贵阳北,洛湾三江,13
成都东,青白江东,13
武汉东,庙山,13
桐庐,富阳,13
恒地营,讷河,13
崔黄口,曹子里,13
广元,剑门关,13
兰州西,西固,13
海伦,东边井,13
青川,江油北,13
下仓,宝坻北,13
双城堡,五家,13
统景,龙兴,13
珞璜东,南彭,13
鼎湖山,云东海,13
四会,狮山北,13
端州,四会,13
贵安,花溪大学城,13
芦庙,商丘东,13
白云西,贵阳北,13
孟关,湖潮东,13
福安,霞浦,13
迎宾路,安德,13
安亭北,上海,13
莲江口,佳木斯,13
晋中,太谷西,13
郫县西,步行街,13
安亭北,上海虹桥,13
天津,武清,13
辽中,台安,13
宝林,楚山,13
丰乐镇,太平镇,13
庄里,耀州,13
阆中,苍溪,13
武功,兴平,13
洛川东,黄陵南,13
鲘门,惠东南,13
饶阳,肃宁,13
孙家,哈尔滨东,13
白洋淀,徐水,13
武功,绛帐,13
宝鸡,虢镇,13
先锋,田心东,13
江桥,大兴,13
峡江,吉水西,13
大兴机场,霸州北,13
宝坻南,北辰,13
乾县,咸阳北,14
长春,龙嘉,14
无锡,常州,14
胶州北,高密,14
巩义南,洛阳龙门,14
平度,昌邑,14
福田,香港西九龙,14
诸暨,义乌,14
庆阳,宁县,14
厉家寨,日照西,14
海东,海东西,14
武威南,武威,14
巴图营,辽宁朝阳,14
板塘,芙蓉南,14
鹤壁东,安阳东,14
和田,墨玉,14
彭山北,青神,14
常德,汉寿,14
夏格庄,莱阳,14
通北,海北,14
秦安,天水南,14
乌尔旗汗,煤田,14
临海,天台山,14
青堆,大孤山,14
宝坻北,大口屯,14
唐山,玉田南,14
合肥,肥东,14
磨憨,勐腊,14
东胜西,鄂尔多斯,14
北京,北京西,14
黔西,清镇西,14
庄河北,花园口,14
西双版纳,橄榄坝,14
铜陵北,铜陵,14
南通西,张家港,14
上海虹桥,松江南,14
安顺西,平坝南,14
长箐,六盘水东,14
铜陵,繁昌西,14
黄山北,绩溪北,14
方城,南阳东,14
漳平西,双洋,14
建德,桐庐,14
云阳,万州北,14
郫县西,都江堰,14
旌德,泾县,14
南芬北,通远堡西,14
开原西,铁岭西,14
文登东,威海北,14
卫辉南,滑浚,14
彭州南,郫县,14
福州南,福清,14
饶平,潮汕,14
原平西,忻州西,14
帽儿山西,尚志南,14
崇州,邛崃,14
襄垣东,长治东,14
西安,咸阳,14
运城北,闻喜西,14
南翔北,阳澄湖,14
苏州,无锡,14
周口东,沈丘北,14
邛崃,朝阳湖,14
安江东,怀化南,14
侯马西,闻喜西,14
会昌北,瑞金,14
泊头,东光,14
毛陈,天河机场,14
平房,周家,14
应县,怀仁东,14
山坡东,庙山,14
大冶北,阳新,14
峡江,樟树东,14
安匠,兴隆县西,14
宁陵县,民权,14
佛山西,云东海,14
楚雄,南华,14
广通北,楚雄,14
滨海港,阜宁东,14
安家,背荫河,14
松江南,嘉善南,14
天台山,嵊州新昌,14
襄阳东,枣阳,14
三元西,明溪,14
开阳,南江,14
重庆北,复盛,14
盐城,建湖,14
峨眉山,乐山,14
韶关,乐昌东,14
保康,茂林,14
牛家,周家,14
太姥山,霞浦,14
富拉尔基,昂昂溪,14
孙家,平房,14
甘泉北,富县东,14
合肥北城,水家湖,14
贵阳北,贵安,14
定州东,正定机场,14
钟山西,贺州,14
光山,潢川,14
盘州,普安县,14
德安,永修,14
怀柔,牛栏山,14
祁阳,祁东,14
丹阳,常州,14
大足南,隆昌北,14
江油北,江油,14
建瓯东,政和,14
杜尔伯特,大庆西,14
滨海,军粮城北,14
哈尔滨,王岗,14
松滋,枝城,14
大冶北,鄂州,14
张桥,陈庄,14
含山南,芜湖,14
涿州,高碑店,14
赶水东,綦江东,14
贵阳北,修文县,14
白云西,贵安,14
郑州东,郑州,14
三门县,宁海,14
晋中,太谷东,14
大营镇,枣强,14
保定东,白洋淀,14
公主岭南,四平东,14
小新街,杨林,14
泗阳,宿迁,14
北滩,平川西,14
无锡新区,苏州园区,14
广州南,容桂,14
小榄,南朗,14
哈尔滨,哈尔滨东,14
岐山,杨陵南,14
沙湾南,峨眉,14
庆城,曲子,14
小榄,北滘,14
中山,容桂,14
邵东,杨桥,14
邵阳,邵东,14
兰棱,双城堡,14
小榄,江门,14
太原南,榆次,14
金月湾,东方,14
博鳌,万宁,14
内江北,内江东,14
云浮东,南江口,14
淮滨,阜南,14
密云,顺义西,14
金口河南,峨边南,14
香河,燕郊,14
石家庄,石家庄东,14
弥勒,竹园,14
朋普,开远南,14
隆安东,南宁西,14
盘锦,盘锦北,14
确山,驻马店,14
南江口,郁南,14
德化,永春,14
中宁东,红寺堡北,14
庐江,舒城,14
樟木头,东莞,14
恩平,开平南,14
马踏,阳西,14
莱芜北,章丘南,14
新青,红星,14
新会,双水镇,14
桃村北,烟台南,14
密山,连珠山,14
杨岗,凯北,14
峡江,新干,14
黑台,永安乡,14
克山,古城,14
宏克力,依兰,14
侯马,新绛,15
东乡,余江,15
宜春,新余北,15
红兴隆,新友谊,15
永寿西,礼泉南,15
德州,吴桥,15
海城,西柳,15
安陆西,随州南,15
